lead_id,phone_number,full_name,created_at,campaign_id,post_id,landing_page,product_interest,region,branch,need_type,lead_status,lead_segment,utm_medium
WEB-01284,0930093438,Khách hàng 1284,1772370000,CMP-2026-Q1,,/lp/cmp-2026-q1,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Quận 1,Hỏi ưu đãi,submitted,warm,referral
WEB-01581,0907579006,Khách hàng 1581,1772377260,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Nam,CN Bình Dương,Mở mới,new,nurture,referral
WEB-01938,0957916125,Khách hàng 1938,1772381040,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Nam,CN Bình Dương,Tư vấn sản phẩm,new,hot,organic
WEB-01728,0994832480,Khách hàng 1728,1772381760,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Trung,CN Nha Trang,Mở mới,new,nurture,email
WEB-00200,0932253099,Khách hàng 0200,1772386200,CMP-2026-Q1,P-Q1-09,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Trung,CN Huế,Tư vấn sản phẩm,unreachable,hot,email
WEB-01796,0963735680,Khách hàng 1796,1772438520,CMP-2026-Q1,,/lp/cmp-2026-q1,Tài khoản lương,Miền Nam,CN Cần Thơ,Mở mới,new,warm,email
WEB-01425,0951325308,Khách hàng 1425,1772444760,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,unreachable,nurture,referral
WEB-02018,0966712095,Khách hàng 2018,1772541960,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Trung,CN Nha Trang,So sánh sản phẩm,new,warm,referral
WEB-01735,0935553669,Khách hàng 1735,1772557140,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hà Nội - Ba Đình,Hỗ trợ hồ sơ,new,nurture,email
WEB-00192,0936609841,Khách hàng 0192,1772573460,CMP-2026-Q1,P-Q1-09,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Bắc Ninh,Mở mới,contacting,hot,cpc
WEB-00220,0989808100,Khách hàng 0220,1772624700,CMP-2026-Q1,P-Q1-09,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hải Phòng,Tư vấn sản phẩm,contacting,nurture,email
WEB-01217,0967347915,Khách hàng 1217,1772632980,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Bắc Ninh,Tư vấn sản phẩm,contacting,warm,referral
WEB-01730,0919591560,Khách hàng 1730,1772649840,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Trung,CN Đà Nẵng,Hỗ trợ hồ sơ,contacting,warm,referral
WEB-01262,0953947717,Khách hàng 1262,1772700360,CMP-2026-Q1,,/lp/cmp-2026-q1,Vay mua nhà,Miền Nam,CN Cần Thơ,Mở mới,unreachable,nurture,organic
WEB-05597,0945367907,Khách hàng 1553,1772984700,CMP-2026-Q1,,/lp/cmp-2026-q1,Tài khoản lương,Miền Nam,CN Bình Dương,Hỏi ưu đãi,contacting,nurture,cpc
WEB-01636,0991906353,Khách hàng 1636,1772998440,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Nam,CN Bình Dương,Mở mới,consulted,hot,referral
WEB-01964,0939598486,Khách hàng 1964,1772999940,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Thủ Đức,Tư vấn sản phẩm,submitted,low_priority,email
WEB-00223,0980451335,Khách hàng 0223,1773010380,CMP-2026-Q1,P-Q1-10,/lp/cmp-2026-q1,App số & Tiết kiệm online,Miền Trung,CN Đà Nẵng,Mở mới,contacting,hot,organic
WEB-00248,0973364254,Khách hàng 0248,1773088980,CMP-2026-Q1,P-Q1-12,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Bắc Ninh,Mở mới,contacting,nurture,cpc
WEB-01461,0979744898,Khách hàng 1461,1773130080,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Quận 1,Hỗ trợ hồ sơ,unreachable,hot,referral
WEB-00249,0919206744,Khách hàng 0249,1773170700,CMP-2026-Q1,P-Q1-12,/lp/cmp-2026-q1,Tài khoản lương,Miền Trung,CN Huế,Mở mới,contacting,nurture,referral
WEB-00228,0942701174,Khách hàng 0228,1773216240,CMP-2026-Q1,P-Q1-10,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Nam,CN Cần Thơ,So sánh sản phẩm,new,low_priority,referral
WEB-01876,0976927551,Khách hàng 1876,1773240660,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hà Nội - Cầu Giấy,Hỗ trợ hồ sơ,submitted,warm,cpc
WEB-01195,0907062983,Khách hàng 1195,1773326760,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Bắc Ninh,Tư vấn sản phẩm,contacting,nurture,email
WEB-01961,0986042170,Khách hàng 1961,1773331740,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Trung,CN Nha Trang,Tư vấn sản phẩm,consulted,hot,email
WEB-01771,0968536365,Khách hàng 1771,1773339180,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Quận 1,Hỗ trợ hồ sơ,contacting,low_priority,email
WEB-00263,0993625792,Khách hàng 0263,1773389340,CMP-2026-Q1,P-Q1-13,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Trung,CN Đà Nẵng,Tư vấn sản phẩm,unreachable,nurture,cpc
WEB-01745,0983839237,Khách hàng 1745,1773408840,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Trung,CN Huế,Hỗ trợ hồ sơ,consulted,hot,cpc
WEB-01376,0970093032,Khách hàng 1376,1773409020,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Quận 1,Mở mới,contacting,warm,organic
WEB-00266,0998098735,Khách hàng 0266,1773515280,CMP-2026-Q1,P-Q1-13,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hải Phòng,Mở mới,consulted,nurture,email
WEB-01187,0940014459,Khách hàng 1187,1773583560,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Nam,CN Bình Dương,Mở mới,consulted,warm,referral
WEB-01637,0954901702,Khách hàng 1637,1773667380,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Thủ Đức,So sánh sản phẩm,unreachable,hot,email
WEB-01957,0995312282,Khách hàng 1957,1773671400,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Trung,CN Nha Trang,Hỗ trợ hồ sơ,consulted,nurture,organic
WEB-00271,0945204123,Khách hàng 0271,1773685920,CMP-2026-Q1,P-Q1-13,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,unreachable,warm,referral
WEB-00284,0916310393,Khách hàng 0284,1773690300,CMP-2026-Q1,P-Q1-14,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Trung,CN Nha Trang,Mở mới,submitted,low_priority,referral
WEB-01814,0902081783,Khách hàng 1814,1773738120,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hà Nội - Ba Đình,Hỏi ưu đãi,consulted,warm,email
WEB-01493,0978970389,Khách hàng 1493,1773759060,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Nam,CN Bình Dương,Mở mới,consulted,low_priority,organic
WEB-01686,0989217664,Khách hàng 1686,1773834360,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Trung,CN Đà Nẵng,Mở mới,unreachable,low_priority,cpc
WEB-00258,0993044458,Khách hàng 0258,1773954780,CMP-2026-Q1,P-Q1-13,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Thủ Đức,Tư vấn sản phẩm,new,nurture,referral
WEB-00276,0946670464,Khách hàng 0276,1774132740,CMP-2026-Q1,P-Q1-14,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,consulted,warm,cpc
WEB-01965,0964951845,Khách hàng 1965,1774179540,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Quận 1,Mở mới,contacting,hot,cpc
WEB-01152,0985630081,Khách hàng 1152,1774295520,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Bắc Ninh,Mở mới,new,nurture,referral
WEB-00295,0940540552,Khách hàng 0295,1774305300,CMP-2026-Q1,P-Q1-15,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,consulted,low_priority,email
WEB-05514,0994959136,Khách hàng 1399,1774368900,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Quận 1,Tư vấn sản phẩm,unreachable,warm,organic
WEB-00287,0949830115,Khách hàng 0287,1774386900,CMP-2026-Q1,P-Q1-14,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Nam,CN Bình Dương,Hỗ trợ hồ sơ,new,nurture,email
WEB-00293,0999471065,Khách hàng 0293,1774391700,CMP-2026-Q1,P-Q1-15,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hải Phòng,Mở mới,consulted,hot,email
WEB-00268,0922209366,Khách hàng 0268,1774519620,CMP-2026-Q1,P-Q1-13,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hà Nội - Ba Đình,Tư vấn sản phẩm,won,warm,referral
WEB-01159,0962623211,Khách hàng 1159,1774542300,CMP-2026-Q1,,/lp/cmp-2026-q1,Vay mua nhà,Miền Nam,CN Bình Dương,Hỗ trợ hồ sơ,contacting,warm,referral
WEB-01939,0989632514,Khách hàng 1939,1774550040,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Nam,CN Cần Thơ,So sánh sản phẩm,contacting,hot,organic
WEB-01914,0952969937,Khách hàng 1914,1774621800,CMP-2026-Q1,,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hà Nội - Ba Đình,Tư vấn sản phẩm,new,hot,referral
WEB-00286,0961178663,Khách hàng 0286,1774855440,CMP-2026-Q1,P-Q1-14,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Bắc Ninh,Tư vấn sản phẩm,new,nurture,organic
WEB-00294,0981214529,Khách hàng 0294,1774860900,CMP-2026-Q1,P-Q1-15,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Nam,CN Cần Thơ,Mở mới,won,nurture,email
WEB-00265,0948741416,Khách hàng 0265,1775071020,CMP-2026-Q1,P-Q1-13,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Trung,CN Huế,So sánh sản phẩm,new,nurture,email
WEB-00279,0962361968,Khách hàng 0279,1775118960,CMP-2026-Q1,P-Q1-14,/lp/cmp-2026-q1,Vay mua nhà,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,contacting,hot,cpc
WEB-00280,0942976834,Khách hàng 0280,1775400120,CMP-2026-Q1,P-Q1-14,/lp/cmp-2026-q1,Thẻ tín dụng hoàn tiền,Miền Trung,CN Đà Nẵng,Tư vấn sản phẩm,submitted,hot,referral
WEB-02053,0976468104,Khách hàng 2053,1775548860,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Hà Nội - Ba Đình,Tư vấn sản phẩm,consulted,nurture,email
WEB-02454,0936677795,Khách hàng 2454,1775726700,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN TP.HCM - Thủ Đức,Hỗ trợ hồ sơ,contacting,low_priority,organic
WEB-00306,0926327169,Khách hàng 0306,1775747460,CMP-2026-Q2,P-Q2-01,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN TP.HCM - Thủ Đức,So sánh sản phẩm,contacting,low_priority,organic
WEB-02138,0915231664,Khách hàng 2138,1776076500,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Bắc Ninh,Tư vấn sản phẩm,submitted,low_priority,organic
WEB-02443,0904077071,Khách hàng 2443,1776166740,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Cần Thơ,So sánh sản phẩm,contacting,nurture,cpc
WEB-02076,0959895467,Khách hàng 2076,1776193380,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Bắc Ninh,Hỗ trợ hồ sơ,consulted,low_priority,cpc
WEB-02388,0987639000,Khách hàng 2388,1776240120,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Cần Thơ,Mở mới,unreachable,hot,email
WEB-00348,0971980071,Khách hàng 0348,1776265380,CMP-2026-Q2,P-Q2-02,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Hải Phòng,Mở mới,new,hot,email
WEB-00318,0986954297,Khách hàng 0318,1776322920,CMP-2026-Q2,P-Q2-01,/lp/cmp-2026-q2,Tài khoản lương,Miền Trung,CN Huế,Hỗ trợ hồ sơ,contacting,hot,email
WEB-02511,0905751932,Khách hàng 2511,1776331320,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Bắc Ninh,Tư vấn sản phẩm,submitted,nurture,email
WEB-00334,0955985185,Khách hàng 0334,1776356220,CMP-2026-Q2,P-Q2-02,/lp/cmp-2026-q2,Vay mua nhà,Miền Trung,CN Đà Nẵng,Hỏi ưu đãi,contacting,nurture,organic
WEB-02341,0947314368,Khách hàng 2341,1776364560,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Hà Nội - Ba Đình,So sánh sản phẩm,won,nurture,organic
WEB-02498,0940743600,Khách hàng 2498,1776371160,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Hải Phòng,Mở mới,consulted,nurture,referral
WEB-02478,0973922274,Khách hàng 2478,1776414060,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Trung,CN Nha Trang,Hỏi ưu đãi,new,nurture,cpc
WEB-02113,0977198036,Khách hàng 2113,1776427020,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Hà Nội - Cầu Giấy,So sánh sản phẩm,consulted,nurture,referral
WEB-02464,0957518256,Khách hàng 2464,1776502380,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Bình Dương,Mở mới,won,nurture,email
WEB-00367,0956163407,Khách hàng 0367,1776520920,CMP-2026-Q2,P-Q2-02,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Hải Phòng,Mở mới,unreachable,nurture,organic
WEB-00364,0983217585,Khách hàng 0364,1776538440,CMP-2026-Q2,P-Q2-02,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Bình Dương,Hỗ trợ hồ sơ,contacting,warm,cpc
WEB-02294,0948974902,Khách hàng 2294,1776615840,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Cần Thơ,Hỏi ưu đãi,new,hot,referral
WEB-00332,0971532762,Khách hàng 0332,1776702780,CMP-2026-Q2,P-Q2-02,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Hà Nội - Ba Đình,Hỗ trợ hồ sơ,new,warm,referral
WEB-00307,0905869067,Khách hàng 0307,1776707160,CMP-2026-Q2,P-Q2-01,/lp/cmp-2026-q2,Vay mua nhà,Miền Trung,CN Huế,Tư vấn sản phẩm,new,nurture,organic
WEB-00344,0982446523,Khách hàng 0344,1776713820,CMP-2026-Q2,P-Q2-02,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Hà Nội - Ba Đình,Hỏi ưu đãi,contacting,nurture,organic
WEB-02218,0951955237,Khách hàng 2218,1776890460,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Hải Phòng,Mở mới,new,hot,email
WEB-00359,0910088726,Khách hàng 0359,1776959040,CMP-2026-Q2,P-Q2-02,/lp/cmp-2026-q2,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,new,low_priority,cpc
WEB-02030,0994915806,Khách hàng 2030,1776964560,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,won,nurture,cpc
WEB-00394,0917201302,Khách hàng 0394,1777041180,CMP-2026-Q2,P-Q2-04,/lp/cmp-2026-q2,Vay mua nhà,Miền Trung,CN Huế,Mở mới,contacting,hot,email
WEB-02121,0978975719,Khách hàng 2121,1777061940,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Trung,CN Đà Nẵng,Mở mới,submitted,hot,referral
WEB-02345,0924184079,Khách hàng 2345,1777195200,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,contacting,warm,email
WEB-00362,0901126478,Khách hàng 0362,1777372440,CMP-2026-Q2,P-Q2-02,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Bình Dương,Mở mới,contacting,nurture,organic
WEB-02302,0922495242,Khách hàng 2302,1777394340,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Bắc Ninh,Tư vấn sản phẩm,contacting,warm,cpc
WEB-00377,0992018156,Khách hàng 0377,1777468140,CMP-2026-Q2,P-Q2-03,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,consulted,hot,email
WEB-02315,0984383695,Khách hàng 2315,1777476960,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,won,warm,cpc
WEB-00397,0904390538,Khách hàng 0397,1777494420,CMP-2026-Q2,P-Q2-04,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Hà Nội - Ba Đình,Hỗ trợ hồ sơ,unreachable,hot,referral
WEB-00356,0960435025,Khách hàng 0356,1777537560,CMP-2026-Q2,P-Q2-02,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,submitted,nurture,organic
WEB-00390,0929041219,Khách hàng 0390,1777542060,CMP-2026-Q2,P-Q2-04,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Bắc Ninh,Tư vấn sản phẩm,unreachable,hot,organic
WEB-00386,0911671953,Khách hàng 0386,1777661820,CMP-2026-Q2,P-Q2-03,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Bình Dương,Mở mới,new,warm,cpc
WEB-00402,0926143564,Khách hàng 0402,1777674360,CMP-2026-Q2,P-Q2-05,/lp/cmp-2026-q2,Vay mua nhà,Miền Trung,CN Đà Nẵng,Mở mới,new,hot,cpc
WEB-00383,0962906281,Khách hàng 0383,1777711920,CMP-2026-Q2,P-Q2-03,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,consulted,hot,organic
WEB-00324,0984046627,Khách hàng 0324,1777797060,CMP-2026-Q2,P-Q2-02,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Hà Nội - Ba Đình,Tư vấn sản phẩm,consulted,nurture,referral
WEB-00321,0927376398,Khách hàng 0321,1777806720,CMP-2026-Q2,P-Q2-02,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN TP.HCM - Quận 1,Mở mới,contacting,warm,cpc
WEB-00371,0946380879,Khách hàng 0371,1777895340,CMP-2026-Q2,P-Q2-02,/lp/cmp-2026-q2,Vay mua nhà,Miền Trung,CN Nha Trang,Hỗ trợ hồ sơ,new,nurture,organic
WEB-02042,0935085596,Khách hàng 2042,1777914060,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN TP.HCM - Quận 1,So sánh sản phẩm,contacting,nurture,organic
WEB-00400,0965362814,Khách hàng 0400,1778145720,CMP-2026-Q2,P-Q2-05,/lp/cmp-2026-q2,Vay mua nhà,Miền Trung,CN Nha Trang,Hỏi ưu đãi,contacting,warm,referral
WEB-02259,0999511162,Khách hàng 2259,1778263560,CMP-2026-Q2,,/lp/cmp-2026-q2,Thẻ tín dụng hoàn tiền,Miền Trung,CN Huế,So sánh sản phẩm,consulted,nurture,email
WEB-00401,0963067979,Khách hàng 0401,1778337600,CMP-2026-Q2,P-Q2-05,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Cần Thơ,Hỗ trợ hồ sơ,new,warm,cpc
WEB-02286,0908086334,Khách hàng 2286,1778339400,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Hải Phòng,Hỏi ưu đãi,submitted,warm,cpc
WEB-00424,0918511431,Khách hàng 0424,1778450580,CMP-2026-Q2,P-Q2-07,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Bình Dương,Mở mới,contacting,low_priority,cpc
WEB-02292,0951309509,Khách hàng 2292,1778494440,CMP-2026-Q2,,/lp/cmp-2026-q2,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Ba Đình,Hỗ trợ hồ sơ,consulted,nurture,organic
WEB-02397,0924347936,Khách hàng 2397,1778617260,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Bình Dương,Mở mới,contacting,low_priority,organic
WEB-02385,0947101911,Khách hàng 2385,1778704320,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Hà Nội - Cầu Giấy,Hỏi ưu đãi,unreachable,hot,cpc
WEB-02118,0920278903,Khách hàng 2118,1778867820,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN TP.HCM - Quận 1,Hỏi ưu đãi,new,hot,cpc
WEB-02414,0922368020,Khách hàng 2414,1778937240,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN TP.HCM - Thủ Đức,So sánh sản phẩm,submitted,low_priority,email
WEB-02364,0973927830,Khách hàng 2364,1779134340,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,consulted,hot,organic
WEB-00433,0991350494,Khách hàng 0433,1779210240,CMP-2026-Q2,P-Q2-08,/lp/cmp-2026-q2,Vay mua nhà,Miền Trung,CN Huế,Hỗ trợ hồ sơ,contacting,warm,cpc
WEB-00404,0917349294,Khách hàng 0404,1779299100,CMP-2026-Q2,P-Q2-05,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN TP.HCM - Quận 1,Hỏi ưu đãi,new,hot,cpc
WEB-00468,0913202314,Khách hàng 0468,1779303660,CMP-2026-Q2,P-Q2-09,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN TP.HCM - Quận 1,Mở mới,won,nurture,cpc
WEB-00448,0967522155,Khách hàng 0448,1779702960,CMP-2026-Q2,P-Q2-09,/lp/cmp-2026-q2,Tài khoản lương,Miền Nam,CN Bình Dương,Tư vấn sản phẩm,won,warm,referral
WEB-00408,0992906862,Khách hàng 0408,1779726180,CMP-2026-Q2,P-Q2-06,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Hà Nội - Ba Đình,Mở mới,contacting,low_priority,referral
WEB-02158,0921113756,Khách hàng 2158,1779870720,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN TP.HCM - Thủ Đức,So sánh sản phẩm,submitted,nurture,email
WEB-00478,0967457708,Khách hàng 0478,1779876120,CMP-2026-Q2,P-Q2-09,/lp/cmp-2026-q2,Vay mua nhà,Miền Trung,CN Đà Nẵng,Tư vấn sản phẩm,consulted,hot,email
WEB-00449,0901758515,Khách hàng 0449,1779912360,CMP-2026-Q2,P-Q2-09,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN TP.HCM - Quận 1,Mở mới,contacting,nurture,email
WEB-02122,0908201051,Khách hàng 2122,1779969000,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Hải Phòng,Hỗ trợ hồ sơ,contacting,warm,organic
WEB-00412,0910397152,Khách hàng 0412,1780005780,CMP-2026-Q2,P-Q2-07,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Hà Nội - Ba Đình,Tư vấn sản phẩm,won,warm,cpc
WEB-02476,0923282493,Khách hàng 2476,1780173300,CMP-2026-Q2,,/lp/cmp-2026-q2,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hà Nội - Ba Đình,Hỏi ưu đãi,consulted,nurture,cpc
WEB-00445,0928599003,Khách hàng 0445,1780180920,CMP-2026-Q2,P-Q2-09,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Bình Dương,Tư vấn sản phẩm,consulted,warm,cpc
WEB-02037,0997552010,Khách hàng 2037,1780240140,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Hải Phòng,Mở mới,consulted,warm,organic
WEB-00463,0937726362,Khách hàng 0463,1780245000,CMP-2026-Q2,P-Q2-09,/lp/cmp-2026-q2,Vay mua nhà,Miền Trung,CN Nha Trang,Mở mới,contacting,warm,organic
WEB-00492,0987603779,Khách hàng 0492,1780304160,CMP-2026-Q2,P-Q2-10,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN TP.HCM - Thủ Đức,Tư vấn sản phẩm,unreachable,warm,cpc
WEB-00477,0905024299,Khách hàng 0477,1780329960,CMP-2026-Q2,P-Q2-09,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Cần Thơ,Hỗ trợ hồ sơ,contacting,hot,email
WEB-00473,0909669818,Khách hàng 0473,1780398600,CMP-2026-Q2,P-Q2-09,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Bình Dương,Hỏi ưu đãi,new,hot,referral
WEB-00454,0902704619,Khách hàng 0454,1780410540,CMP-2026-Q2,P-Q2-09,/lp/cmp-2026-q2,Vay mua nhà,Miền Trung,CN Nha Trang,Hỏi ưu đãi,new,hot,organic
WEB-02102,0924847081,Khách hàng 2102,1780493340,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Bình Dương,Hỗ trợ hồ sơ,won,warm,email
WEB-00476,0971157250,Khách hàng 0476,1780493760,CMP-2026-Q2,P-Q2-09,/lp/cmp-2026-q2,Vay mua nhà,Miền Trung,CN Đà Nẵng,Tư vấn sản phẩm,consulted,hot,cpc
