id,phone,name,created_at,campaign,post_id,product,region,need,status,quality,channel_page
SIB-02108,0986 887 058,Khách hàng 2108,2026-06-13 17:29:00,CMP-2026-Q2,,Vay mua nhà,Miền Trung,Tư vấn sản phẩm,new,warm,KPIM Bank
SIB-00486,0920 246 852,Khách hàng 0486,2026-06-14 16:55:00,CMP-2026-Q2,P-Q2-10,App số & Tiết kiệm online,Miền Bắc,Tư vấn sản phẩm,new,warm,KPIM Bank - CSKH
SIB-00543,0913 697 089,Khách hàng 0543,2026-06-15 15:57:00,CMP-2026-Q2,P-Q2-14,Vay mua nhà,Miền Trung,Tư vấn sản phẩm,new,warm,KPIM Bank - CSKH
SIB-00511,0954 933 071,Khách hàng 0511,2026-06-16 19:11:00,CMP-2026-Q2,P-Q2-12,Vay mua nhà,Miền Nam,Tư vấn sản phẩm,won,hot,KPIM Bank
SIB-00540,0994 752 415,Khách hàng 0540,2026-06-17 22:56:00,CMP-2026-Q2,P-Q2-14,Vay mua nhà,Miền Bắc,So sánh sản phẩm,new,low_priority,KPIM Bank
SIB-00513,0977 220 642,Khách hàng 0513,2026-06-18 16:52:00,CMP-2026-Q2,P-Q2-12,Vay mua nhà,Miền Nam,Tư vấn sản phẩm,submitted,nurture,KPIM Bank
SIB-00508,0982 159 003,Khách hàng 0508,2026-06-18 20:07:00,CMP-2026-Q2,P-Q2-12,Vay mua nhà,Miền Bắc,Mở mới,consulted,nurture,KPIM Bank
SIB-02227,0993 919 513,Khách hàng 2227,2026-06-19 15:37:00,CMP-2026-Q2,,Vay mua nhà,Miền Nam,Mở mới,new,nurture,KPIM Bank - CSKH
SIB-02508,0961 061 564,Khách hàng 2508,2026-06-19 17:09:00,CMP-2026-Q2,,Tài khoản lương,Miền Bắc,Tư vấn sản phẩm,new,nurture,KPIM Bank - CSKH
SIB-00512,0992 566 386,Khách hàng 0512,2026-06-21 14:02:00,CMP-2026-Q2,P-Q2-12,Thẻ tín dụng hoàn tiền,Miền Nam,Mở mới,submitted,warm,KPIM Bank - CSKH
SIB-00539,0992 351 994,Khách hàng 0539,2026-06-30 20:29:00,CMP-2026-Q2,P-Q2-14,Vay mua nhà,Miền Bắc,Tư vấn sản phẩm,contacting,warm,KPIM Bank - CSKH
SIB-00529,0980 549 072,Khách hàng 0529,2026-07-01 22:40:00,CMP-2026-Q2,P-Q2-13,Vay mua nhà,Miền Nam,Hỗ trợ hồ sơ,new,nurture,KPIM Bank
SIB-00558,0919 280 256,Khách hàng 0558,2026-07-04 18:45:00,CMP-2026-Q2,P-Q2-14,Vay mua nhà,Miền Nam,Tư vấn sản phẩm,consulted,hot,KPIM Bank
SIB-00564,0921 050 853,Khách hàng 0564,2026-07-07 18:35:00,CMP-2026-Q3,P-Q3-01,App số & Tiết kiệm online,Miền Nam,Hỗ trợ hồ sơ,new,warm,KPIM Bank
SIB-03484,0977 287 994,Khách hàng 3484,2026-07-10 20:18:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Mở mới,consulted,hot,KPIM Bank
SIB-03100,0915 582 921,Khách hàng 3100,2026-07-14 18:29:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,Mở mới,submitted,low_priority,KPIM Bank
SIB-02883,0903 624 669,Khách hàng 2883,2026-07-15 11:42:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Mở mới,won,hot,KPIM Bank - CSKH
SIB-05479,0930 330 564,Khách hàng 3756,2026-07-15 17:32:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,Mở mới,won,low_priority,KPIM Bank - CSKH
SIB-05683,0978 446 536,Khách hàng 2530,2026-07-17 01:41:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Hỗ trợ hồ sơ,new,low_priority,KPIM Bank - CSKH
SIB-00575,0947 608 792,Khách hàng 0575,2026-07-17 07:01:00,CMP-2026-Q3,P-Q3-02,App số & Tiết kiệm online,Miền Bắc,Mở mới,new,nurture,KPIM Bank
SIB-03050,0974 413 128,Khách hàng 3050,2026-07-18 08:18:00,CMP-2026-Q3,,Vay mua nhà,Miền Nam,So sánh sản phẩm,new,nurture,KPIM Bank
SIB-03371,0920 498 022,Khách hàng 3371,2026-07-19 12:44:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,Tư vấn sản phẩm,consulted,hot,KPIM Bank - CSKH
SIB-03064,0913 091 767,Khách hàng 3064,2026-07-21 15:29:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Tư vấn sản phẩm,new,warm,KPIM Bank - CSKH
SIB-02650,0992 080 502,Khách hàng 2650,2026-07-23 20:26:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,Tư vấn sản phẩm,contacting,low_priority,KPIM Bank
SIB-00572,0915 049 759,Khách hàng 0572,2026-07-24 14:50:00,CMP-2026-Q3,P-Q3-02,App số & Tiết kiệm online,Miền Bắc,Hỗ trợ hồ sơ,contacting,warm,KPIM Bank
SIB-05613,0992 379 123,Khách hàng 3443,2026-07-27 05:34:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Hỗ trợ hồ sơ,new,low_priority,KPIM Bank
SIB-05579,0986 389 861,Khách hàng 3160,2026-07-27 07:56:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,Tư vấn sản phẩm,new,nurture,KPIM Bank - CSKH
SIB-02897,0936 325 751,Khách hàng 2897,2026-07-28 15:30:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Mở mới,won,low_priority,KPIM Bank
SIB-02739,0903 532 641,Khách hàng 2739,2026-07-29 15:22:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Hỗ trợ hồ sơ,consulted,nurture,KPIM Bank
SIB-03618,0975 118 093,Khách hàng 3618,2026-07-29 18:32:00,CMP-2026-Q3,,Tài khoản lương,Miền Nam,Mở mới,contacting,nurture,KPIM Bank - CSKH
SIB-03094,0975 988 084,Khách hàng 3094,2026-07-30 10:24:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,Hỗ trợ hồ sơ,contacting,low_priority,KPIM Bank - CSKH
SIB-05519,0910 714 548,Khách hàng 2646,2026-08-01 01:16:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,Mở mới,consulted,warm,KPIM Bank - CSKH
SIB-03583,0901 455 899,Khách hàng 3583,2026-08-01 14:44:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Mở mới,won,warm,KPIM Bank - CSKH
SIB-00602,0924 056 227,Khách hàng 0602,2026-08-01 19:26:00,CMP-2026-Q3,P-Q3-05,App số & Tiết kiệm online,Miền Bắc,Mở mới,submitted,low_priority,KPIM Bank - CSKH
SIB-05487,0902 043 592,Khách hàng 3258,2026-08-05 08:54:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,Mở mới,contacting,nurture,KPIM Bank - CSKH
SIB-02768,0998 696 235,Khách hàng 2768,2026-08-05 15:38:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Trung,Tư vấn sản phẩm,consulted,warm,KPIM Bank
SIB-03295,0971 269 838,Khách hàng 3295,2026-08-06 11:35:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Hỗ trợ hồ sơ,new,nurture,KPIM Bank - CSKH
SIB-02893,0944 246 061,Khách hàng 2893,2026-08-07 09:51:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,So sánh sản phẩm,contacting,nurture,KPIM Bank - CSKH
SIB-03531,0999 112 475,Khách hàng 3531,2026-08-07 11:32:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,So sánh sản phẩm,consulted,low_priority,KPIM Bank - CSKH
SIB-00622,0944 638 848,Khách hàng 0622,2026-08-08 10:38:00,CMP-2026-Q3,P-Q3-06,Vay mua nhà,Miền Nam,So sánh sản phẩm,submitted,warm,KPIM Bank - CSKH
SIB-00589,0913 916 951,Khách hàng 0589,2026-08-08 18:03:00,CMP-2026-Q3,P-Q3-04,App số & Tiết kiệm online,Miền Nam,Tư vấn sản phẩm,unreachable,low_priority,KPIM Bank - CSKH
SIB-00636,0983 361 543,Khách hàng 0636,2026-08-09 17:49:00,CMP-2026-Q3,P-Q3-07,App số & Tiết kiệm online,Miền Bắc,Mở mới,submitted,low_priority,KPIM Bank
SIB-00626,0997 846 236,Khách hàng 0626,2026-08-10 08:27:00,CMP-2026-Q3,P-Q3-06,App số & Tiết kiệm online,Miền Trung,Mở mới,new,warm,KPIM Bank - CSKH
SIB-00634,0959 360 317,Khách hàng 0634,2026-08-10 14:09:00,CMP-2026-Q3,P-Q3-07,App số & Tiết kiệm online,Miền Nam,Mở mới,new,nurture,KPIM Bank
SIB-00632,0942 393 606,Khách hàng 0632,2026-08-10 21:54:00,CMP-2026-Q3,P-Q3-06,App số & Tiết kiệm online,Miền Bắc,Hỗ trợ hồ sơ,new,warm,KPIM Bank - CSKH
SIB-00618,0985 905 779,Khách hàng 0618,2026-08-11 12:54:00,CMP-2026-Q3,P-Q3-06,App số & Tiết kiệm online,Miền Bắc,Hỗ trợ hồ sơ,new,low_priority,KPIM Bank
SIB-05471,0944 923 798,Khách hàng 3331,2026-08-16 01:32:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Mở mới,contacting,nurture,KPIM Bank
SIB-05556,0928 018 060,Khách hàng 0648,2026-08-16 02:00:00,CMP-2026-Q3,P-Q3-08,App số & Tiết kiệm online,Miền Bắc,So sánh sản phẩm,consulted,hot,KPIM Bank
SIB-05523,0938 165 395,Khách hàng 2827,2026-08-16 17:53:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Mở mới,new,warm,KPIM Bank
SIB-00659,0950 510 453,Khách hàng 0659,2026-08-16 19:56:00,CMP-2026-Q3,P-Q3-08,App số & Tiết kiệm online,Miền Nam,Mở mới,consulted,nurture,KPIM Bank
SIB-00641,0961 008 538,Khách hàng 0641,2026-08-17 10:54:00,CMP-2026-Q3,P-Q3-07,Thẻ tín dụng hoàn tiền,Miền Nam,Mở mới,new,hot,KPIM Bank - CSKH
SIB-00595,0981 418 926,Khách hàng 0595,2026-08-18 09:21:00,CMP-2026-Q3,P-Q3-05,App số & Tiết kiệm online,Miền Nam,Tư vấn sản phẩm,new,nurture,KPIM Bank - CSKH
SIB-02762,0954 044 787,Khách hàng 2762,2026-08-18 13:54:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Hỏi ưu đãi,unreachable,low_priority,KPIM Bank
SIB-00610,0986 534 861,Khách hàng 0610,2026-08-19 15:16:00,CMP-2026-Q3,P-Q3-06,App số & Tiết kiệm online,Miền Nam,Tư vấn sản phẩm,consulted,warm,KPIM Bank - CSKH
SIB-03801,0949 533 598,Khách hàng 3801,2026-08-20 16:35:00,CMP-2026-Q3,,Vay mua nhà,Miền Nam,Tư vấn sản phẩm,submitted,nurture,KPIM Bank
SIB-03503,0904 434 689,Khách hàng 3503,2026-08-21 08:50:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,So sánh sản phẩm,won,warm,KPIM Bank
SIB-03032,0908 040 202,Khách hàng 3032,2026-08-21 09:01:00,CMP-2026-Q3,,Vay mua nhà,Miền Bắc,Mở mới,consulted,warm,KPIM Bank - CSKH
SIB-03305,0979 764 941,Khách hàng 3305,2026-08-21 10:36:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Mở mới,new,nurture,KPIM Bank - CSKH
SIB-03533,0987 154 457,Khách hàng 3533,2026-08-23 14:28:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,Mở mới,contacting,warm,KPIM Bank
SIB-00683,0903 422 000,Khách hàng 0683,2026-08-24 11:52:00,CMP-2026-Q3,P-Q3-09,App số & Tiết kiệm online,Miền Trung,Tư vấn sản phẩm,consulted,warm,KPIM Bank - CSKH
SIB-05532,0996 673 364,Khách hàng 3293,2026-08-24 23:30:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,Mở mới,consulted,low_priority,KPIM Bank - CSKH
SIB-00698,0912 757 479,Khách hàng 0698,2026-08-25 09:50:00,CMP-2026-Q3,P-Q3-10,App số & Tiết kiệm online,Miền Bắc,So sánh sản phẩm,consulted,hot,KPIM Bank
SIB-03423,0918 251 238,Khách hàng 3423,2026-08-26 19:12:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,Tư vấn sản phẩm,submitted,nurture,KPIM Bank - CSKH
SIB-02528,0909 621 040,Khách hàng 2528,2026-08-27 12:24:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,So sánh sản phẩm,submitted,nurture,KPIM Bank
SIB-00670,0934 791 536,Khách hàng 0670,2026-08-27 20:28:00,CMP-2026-Q3,P-Q3-09,App số & Tiết kiệm online,Miền Bắc,Mở mới,consulted,warm,KPIM Bank
SIB-03807,0990 906 168,Khách hàng 3807,2026-08-27 20:40:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,Hỏi ưu đãi,new,warm,KPIM Bank - CSKH
SIB-05508,0957 746 178,Khách hàng 3176,2026-08-30 20:13:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,Tư vấn sản phẩm,consulted,low_priority,KPIM Bank
SIB-05530,0930 129 850,Khách hàng 3799,2026-08-31 10:13:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Tư vấn sản phẩm,submitted,warm,KPIM Bank - CSKH
SIB-03679,0965 182 441,Khách hàng 3679,2026-08-31 15:42:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Hỗ trợ hồ sơ,contacting,warm,KPIM Bank - CSKH
SIB-00668,0981 119 360,Khách hàng 0668,2026-08-31 16:45:00,CMP-2026-Q3,P-Q3-09,App số & Tiết kiệm online,Miền Nam,Tư vấn sản phẩm,won,warm,KPIM Bank
SIB-03078,0969 589 936,Khách hàng 3078,2026-09-01 13:22:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Trung,Mở mới,new,hot,KPIM Bank
SIB-00652,0938 283 280,Khách hàng 0652,2026-09-02 10:03:00,CMP-2026-Q3,P-Q3-08,App số & Tiết kiệm online,Miền Trung,Hỗ trợ hồ sơ,consulted,hot,KPIM Bank - CSKH
SIB-03095,0930 405 222,Khách hàng 3095,2026-09-03 08:06:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Mở mới,new,hot,KPIM Bank - CSKH
SIB-03571,0928 731 555,Khách hàng 3571,2026-09-03 16:05:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,Hỏi ưu đãi,contacting,nurture,KPIM Bank - CSKH
SIB-03389,0935 449 611,Khách hàng 3389,2026-09-04 14:02:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Hỗ trợ hồ sơ,consulted,hot,KPIM Bank - CSKH
SIB-00649,0917 131 302,Khách hàng 0649,2026-09-04 17:47:00,CMP-2026-Q3,P-Q3-08,App số & Tiết kiệm online,Miền Nam,Tư vấn sản phẩm,new,hot,KPIM Bank
SIB-02848,0915 135 566,Khách hàng 2848,2026-09-05 13:24:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,Hỗ trợ hồ sơ,won,nurture,KPIM Bank - CSKH
SIB-02858,0991 847 480,Khách hàng 2858,2026-09-06 16:21:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Trung,Hỗ trợ hồ sơ,contacting,nurture,KPIM Bank - CSKH
SIB-03839,0954 969 699,Khách hàng 3839,2026-09-07 11:16:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Mở mới,won,low_priority,KPIM Bank - CSKH
SIB-00687,0968 922 357,Khách hàng 0687,2026-09-07 22:25:00,CMP-2026-Q3,P-Q3-09,App số & Tiết kiệm online,Miền Nam,Mở mới,consulted,hot,KPIM Bank
SIB-05624,0949 817 113,Khách hàng 2806,2026-09-08 06:29:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Hỗ trợ hồ sơ,consulted,warm,KPIM Bank - CSKH
SIB-03441,0955 776 782,Khách hàng 3441,2026-09-09 08:33:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Hỏi ưu đãi,contacting,warm,KPIM Bank
SIB-05527,0993 254 362,Khách hàng 2982,2026-09-10 02:15:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Mở mới,unreachable,warm,KPIM Bank - CSKH
SIB-00708,0955 596 055,Khách hàng 0708,2026-09-10 12:48:00,CMP-2026-Q3,P-Q3-11,App số & Tiết kiệm online,Miền Bắc,Mở mới,new,warm,KPIM Bank
SIB-00733,0964 079 315,Khách hàng 0733,2026-09-11 09:30:00,CMP-2026-Q3,P-Q3-13,App số & Tiết kiệm online,Miền Bắc,So sánh sản phẩm,consulted,warm,KPIM Bank - CSKH
SIB-03724,0911 326 469,Khách hàng 3724,2026-09-11 16:15:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,Mở mới,won,warm,KPIM Bank
SIB-05520,0938 223 055,Khách hàng 0702,2026-09-11 21:06:00,CMP-2026-Q3,P-Q3-10,App số & Tiết kiệm online,Miền Nam,Mở mới,contacting,hot,KPIM Bank - CSKH
SIB-02618,0912 695 229,Khách hàng 2618,2026-09-12 11:37:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,Hỗ trợ hồ sơ,unreachable,hot,KPIM Bank
SIB-05639,0999 686 917,Khách hàng 3676,2026-09-12 12:32:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Tư vấn sản phẩm,unreachable,nurture,KPIM Bank
SIB-05560,0952 534 261,Khách hàng 2634,2026-09-13 05:43:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Trung,Hỗ trợ hồ sơ,contacting,warm,KPIM Bank
SIB-05682,0918 342 756,Khách hàng 3463,2026-09-13 11:40:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,Hỏi ưu đãi,won,warm,KPIM Bank - CSKH
SIB-03465,0944 068 120,Khách hàng 3465,2026-09-13 11:57:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Hỗ trợ hồ sơ,contacting,warm,KPIM Bank - CSKH
SIB-02850,0931 855 581,Khách hàng 2850,2026-09-13 20:25:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Tư vấn sản phẩm,submitted,warm,KPIM Bank
SIB-03199,0959 334 403,Khách hàng 3199,2026-09-14 12:21:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Hỗ trợ hồ sơ,new,warm,KPIM Bank - CSKH
SIB-03277,0906 883 069,Khách hàng 3277,2026-09-14 18:34:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Tư vấn sản phẩm,contacting,low_priority,KPIM Bank - CSKH
SIB-05567,0901 212 805,Khách hàng 3641,2026-09-16 03:37:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Mở mới,contacting,warm,KPIM Bank - CSKH
SIB-00757,0965 965 523,Khách hàng 0757,2026-09-16 19:44:00,CMP-2026-Q3,P-Q3-14,App số & Tiết kiệm online,Miền Bắc,Hỗ trợ hồ sơ,won,nurture,KPIM Bank
SIB-03363,0931 979 669,Khách hàng 3363,2026-09-17 08:30:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Hỗ trợ hồ sơ,consulted,low_priority,KPIM Bank
SIB-05495,0934 500 523,Khách hàng 3003,2026-09-18 14:50:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,Hỏi ưu đãi,new,nurture,KPIM Bank - CSKH
SIB-05676,0991 808 833,Khách hàng 3106,2026-09-18 20:08:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,Tư vấn sản phẩm,won,warm,KPIM Bank
SIB-02539,0914 895 487,Khách hàng 2539,2026-09-18 20:39:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Mở mới,new,low_priority,KPIM Bank - CSKH
SIB-00783,0925 066 409,Khách hàng 0783,2026-09-18 22:37:00,CMP-2026-Q3,P-Q3-14,App số & Tiết kiệm online,Miền Bắc,Mở mới,unreachable,low_priority,KPIM Bank - CSKH
SIB-02942,0949 114 688,Khách hàng 2942,2026-09-19 09:48:00,CMP-2026-Q3,,Thẻ tín dụng hoàn tiền,Miền Bắc,Mở mới,new,nurture,KPIM Bank - CSKH
SIB-00738,0988 596 595,Khách hàng 0738,2026-09-21 14:35:00,CMP-2026-Q3,P-Q3-13,App số & Tiết kiệm online,Miền Trung,Mở mới,unreachable,nurture,KPIM Bank
SIB-02810,0961 541 675,Khách hàng 2810,2026-09-22 09:14:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Trung,Mở mới,unreachable,hot,KPIM Bank
SIB-00787,0924 011 723,Khách hàng 0787,2026-09-22 16:37:00,CMP-2026-Q3,P-Q3-15,App số & Tiết kiệm online,Miền Nam,Hỗ trợ hồ sơ,contacting,warm,KPIM Bank
SIB-00789,0938 527 103,Khách hàng 0789,2026-09-23 15:31:00,CMP-2026-Q3,P-Q3-15,App số & Tiết kiệm online,Miền Nam,Hỏi ưu đãi,submitted,nurture,KPIM Bank
SIB-03364,0907 590 217,Khách hàng 3364,2026-09-24 20:31:00,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,Hỗ trợ hồ sơ,consulted,nurture,KPIM Bank - CSKH
SIB-00732,0916 587 631,Khách hàng 0732,2026-09-25 10:10:00,CMP-2026-Q3,P-Q3-13,App số & Tiết kiệm online,Miền Nam,Mở mới,new,nurture,KPIM Bank - CSKH
SIB-00775,0946 749 089,Khách hàng 0775,2026-09-26 18:49:00,CMP-2026-Q3,P-Q3-14,App số & Tiết kiệm online,Miền Bắc,Tư vấn sản phẩm,unreachable,warm,KPIM Bank
SIB-00777,0977 155 134,Khách hàng 0777,2026-09-27 10:55:00,CMP-2026-Q3,P-Q3-14,App số & Tiết kiệm online,Miền Trung,Mở mới,won,hot,KPIM Bank - CSKH
SIB-00774,0950 952 696,Khách hàng 0774,2026-09-28 07:54:00,CMP-2026-Q3,P-Q3-14,App số & Tiết kiệm online,Miền Bắc,Tư vấn sản phẩm,contacting,warm,KPIM Bank
SIB-00771,0901 937 578,Khách hàng 0771,2026-10-01 13:53:00,CMP-2026-Q3,P-Q3-14,Thẻ tín dụng hoàn tiền,Miền Trung,Tư vấn sản phẩm,new,low_priority,KPIM Bank
SIB-00752,0962 789 455,Khách hàng 0752,2026-10-01 14:42:00,CMP-2026-Q3,P-Q3-14,Thẻ tín dụng hoàn tiền,Miền Nam,Mở mới,new,nurture,KPIM Bank - CSKH
SIB-00786,0965 350 823,Khách hàng 0786,2026-10-07 12:19:00,CMP-2026-Q3,P-Q3-15,Thẻ tín dụng hoàn tiền,Miền Bắc,Mở mới,unreachable,nurture,KPIM Bank
SIB-00795,0918 208 369,Khách hàng 0795,2026-10-07 22:04:00,CMP-2026-Q4,P-Q4-01,Tài khoản lương,Miền Nam,Tư vấn sản phẩm,new,nurture,KPIM Bank
SIB-04080,0976 318 834,Khách hàng 4080,2026-10-08 20:48:00,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,Hỗ trợ hồ sơ,new,nurture,KPIM Bank
SIB-05583,0924 137 951,Khách hàng 4601,2026-10-10 09:48:00,CMP-2026-Q4,,Tài khoản lương,Miền Nam,Mở mới,won,nurture,KPIM Bank - CSKH
SIB-04701,0908 114 662,Khách hàng 4701,2026-10-11 09:40:00,CMP-2026-Q4,,Tài khoản lương,Miền Trung,Tư vấn sản phẩm,won,hot,KPIM Bank - CSKH
SIB-04791,0954 425 436,Khách hàng 4791,2026-10-11 20:15:00,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,Tư vấn sản phẩm,new,warm,KPIM Bank - CSKH
SIB-05476,0969 971 597,Khách hàng 5218,2026-10-12 17:51:00,CMP-2026-Q4,,Tài khoản lương,Miền Nam,Hỗ trợ hồ sơ,contacting,hot,KPIM Bank
SIB-00822,0993 259 665,Khách hàng 0822,2026-10-13 20:19:00,CMP-2026-Q4,P-Q4-02,Tài khoản lương,Miền Bắc,Tư vấn sản phẩm,submitted,hot,KPIM Bank
SIB-00793,0971 378 364,Khách hàng 0793,2026-10-14 07:21:00,CMP-2026-Q4,P-Q4-01,Tài khoản lương,Miền Trung,Mở mới,contacting,hot,KPIM Bank - CSKH
SIB-00805,0972 701 826,Khách hàng 0805,2026-10-14 08:10:00,CMP-2026-Q4,P-Q4-01,Tài khoản lương,Miền Nam,So sánh sản phẩm,new,low_priority,KPIM Bank
SIB-05642,0991 079 476,Khách hàng 4598,2026-10-15 16:35:00,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,Mở mới,consulted,nurture,KPIM Bank - CSKH
SIB-04634,0932 293 241,Khách hàng 4634,2026-10-17 10:30:00,CMP-2026-Q4,,Tài khoản lương,Miền Nam,Tư vấn sản phẩm,contacting,low_priority,KPIM Bank - CSKH
SIB-00813,0941 666 668,Khách hàng 0813,2026-10-20 08:31:00,CMP-2026-Q4,P-Q4-02,Tài khoản lương,Miền Bắc,Mở mới,contacting,nurture,KPIM Bank - CSKH
SIB-00825,0929 088 447,Khách hàng 0825,2026-10-20 10:02:00,CMP-2026-Q4,P-Q4-03,Tài khoản lương,Miền Nam,Tư vấn sản phẩm,consulted,nurture,KPIM Bank - CSKH
SIB-05481,0913 851 135,Khách hàng 5284,2026-10-23 00:29:00,CMP-2026-Q4,,Tài khoản lương,Miền Nam,Mở mới,new,warm,KPIM Bank
SIB-04446,0934 920 357,Khách hàng 4446,2026-10-23 20:35:00,CMP-2026-Q4,,Tài khoản lương,Miền Trung,Mở mới,contacting,hot,KPIM Bank - CSKH
SIB-00796,0949 879 085,Khách hàng 0796,2026-10-24 11:09:00,CMP-2026-Q4,P-Q4-01,Tài khoản lương,Miền Nam,Hỏi ưu đãi,submitted,nurture,KPIM Bank
SIB-04779,0981 476 393,Khách hàng 4779,2026-10-24 20:45:00,CMP-2026-Q4,,Tài khoản lương,Miền Nam,Mở mới,new,nurture,KPIM Bank
SIB-05143,0933 893 896,Khách hàng 5143,2026-10-26 14:03:00,CMP-2026-Q4,,Tài khoản lương,Miền Trung,Hỗ trợ hồ sơ,consulted,nurture,KPIM Bank
SIB-05626,0965 309 409,Khách hàng 5408,2026-10-27 18:33:00,CMP-2026-Q4,,Tài khoản lương,Miền Nam,Tư vấn sản phẩm,contacting,nurture,KPIM Bank - CSKH
SIB-04503,0952 481 530,Khách hàng 4503,2026-10-28 09:58:00,CMP-2026-Q4,,Tài khoản lương,Miền Nam,Hỗ trợ hồ sơ,unreachable,nurture,KPIM Bank - CSKH
SIB-00829,0920 830 286,Khách hàng 0829,2026-10-28 10:13:00,CMP-2026-Q4,P-Q4-03,Tài khoản lương,Miền Trung,Hỗ trợ hồ sơ,won,warm,KPIM Bank
SIB-05220,0942 819 201,Khách hàng 5220,2026-10-28 20:20:00,CMP-2026-Q4,,Tài khoản lương,Miền Nam,Hỗ trợ hồ sơ,contacting,nurture,KPIM Bank - CSKH
SIB-04777,0991 144 318,Khách hàng 4777,2026-10-30 14:52:00,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,Hỗ trợ hồ sơ,new,nurture,KPIM Bank
SIB-05518,0955 554 237,Khách hàng 4614,2026-11-01 09:24:00,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,Tư vấn sản phẩm,new,nurture,KPIM Bank - CSKH
SIB-05009,0903 617 124,Khách hàng 5009,2026-11-01 19:08:00,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,Mở mới,new,nurture,KPIM Bank - CSKH
